sig_HSC_CLP	sig_CLP_ProB	sig_ProB_PreB	sig_PreB_ImmatureB	sig_ImmatureB_TransitionalB	sig_TransitionalB_NaiveCD5neg	sig_TransitionalB_NaiveCD5pos	sig_NaiveCD5neg_NaiveCD5pos
ENSG00000069011	-1	0	0	0	0	0	0	0
ENSG00000069020	0	0	1	0	0	0	0	0
ENSG00000069188	-1	1	0	0	0	0	0	0
ENSG00000069275	-1	0	0	1	0	0	0	0
ENSG00000069399	0	0	-1	-1	0	1	1	0
ENSG00000069424	0	1	1	0	-1	0	0	0
ENSG00000069482	-1	1	0	1	0	0	0	0
ENSG00000069493	0	-1	-1	0	0	0	0	0
ENSG00000069849	-1	0	1	1	0	0	0	0
ENSG00000069869	0	0	0	1	0	0	0	0
ENSG00000069966	0	0	0	-1	0	0	0	0
ENSG00000069974	0	1	0	1	0	0	0	0
ENSG00000069998	-1	1	1	0	-1	0	0	0
ENSG00000070010	-1	0	0	1	0	0	0	0
ENSG00000070019	0	0	-1	0	0	0	0	0
ENSG00000070031	-1	1	0	0	0	0	0	0
ENSG00000070081	0	1	0	1	0	0	0	0
ENSG00000070087	0	0	0	-1	1	0	0	0
ENSG00000070190	0	1	-1	-1	0	0	0	0
ENSG00000070214	0	-1	1	0	0	0	0	0
ENSG00000070366	0	0	0	1	0	0	0	0
ENSG00000070367	0	0	0	0	1	0	0	0
ENSG00000070371	0	-1	0	1	0	0	0	0
ENSG00000070404	0	0	1	0	-1	0	0	0
ENSG00000070423	0	0	0	0	-1	0	0	0
ENSG00000070476	0	0	0	-1	0	0	0	0
ENSG00000070495	0	0	0	0	0	1	0	0
ENSG00000070610	0	0	-1	0	0	0	0	0
ENSG00000070614	0	0	1	0	0	0	0	0
ENSG00000070759	0	0	0	-1	0	0	0	0
ENSG00000070761	0	0	0	1	0	0	0	0
ENSG00000070785	0	0	0	1	-1	0	0	0
ENSG00000070882	0	0	1	0	0	0	0	0
ENSG00000070915	-1	0	0	0	0	0	0	0
ENSG00000070950	0	0	0	1	0	0	0	0
ENSG00000070961	0	1	-1	-1	-1	0	0	0
ENSG00000071051	0	0	0	-1	-1	0	0	0
ENSG00000071054	-1	0	1	-1	0	0	0	0
ENSG00000071082	1	0	0	0	-1	0	0	0
ENSG00000071189	0	0	0	-1	0	0	0	0
ENSG00000071205	0	0	0	1	0	0	0	0
ENSG00000071242	0	1	-1	0	0	0	0	0
ENSG00000071243	0	0	0	0	0	1	0	0
ENSG00000071246	0	1	-1	0	0	1	0	0
ENSG00000071537	0	0	1	-1	0	0	0	0
ENSG00000071539	0	0	0	1	0	0	0	0
ENSG00000071553	0	0	0	0	0	1	0	0
ENSG00000071564	0	-1	-1	1	1	0	0	0
ENSG00000071575	-1	0	-1	-1	0	0	0	0
ENSG00000071626	0	0	0	1	0	0	0	0
ENSG00000071794	0	0	0	1	0	0	0	0
ENSG00000071859	0	0	0	-1	0	0	0	0
ENSG00000071967	0	1	0	1	0	0	0	0
ENSG00000072062	0	0	0	0	1	0	0	0
ENSG00000072071	0	0	1	0	0	0	0	0
ENSG00000072110	0	0	1	0	0	0	0	0
ENSG00000072134	1	-1	-1	-1	0	0	0	0
ENSG00000072135	0	1	-1	0	0	0	0	0
ENSG00000072163	0	-1	0	-1	0	1	1	0
ENSG00000072274	0	1	0	0	0	0	0	0
ENSG00000072364	0	0	0	-1	0	0	0	0
ENSG00000072422	0	1	-1	1	0	1	0	0
ENSG00000072501	-1	0	0	1	0	0	0	0
ENSG00000072506	0	0	0	0	0	1	1	0
ENSG00000072571	-1	0	0	1	0	0	0	0
ENSG00000072609	0	0	-1	0	0	0	0	0
ENSG00000072682	0	-1	0	1	1	0	0	0
ENSG00000072694	0	0	0	-1	0	0	0	0
ENSG00000072786	0	0	0	0	-1	0	0	0
ENSG00000072818	1	1	0	-1	0	0	0	0
ENSG00000072832	0	-1	1	0	0	1	1	0
ENSG00000072858	0	0	0	-1	0	0	0	0
ENSG00000072864	0	0	0	1	-1	0	0	0
ENSG00000072954	0	-1	-1	1	0	0	0	0
ENSG00000073008	0	0	0	1	0	0	0	0
ENSG00000073050	0	0	0	1	0	0	0	0
ENSG00000073060	0	-1	1	0	1	1	0	0
ENSG00000073111	0	0	0	1	0	0	0	0
ENSG00000073146	0	1	0	0	0	0	0	0
ENSG00000073150	0	1	0	0	1	0	0	0
ENSG00000073169	0	-1	-1	0	1	0	0	0
ENSG00000073350	0	0	0	-1	0	0	0	0
ENSG00000073464	1	0	-1	0	0	0	0	0
ENSG00000073536	0	0	0	1	-1	0	0	0
ENSG00000073578	0	0	0	1	0	0	0	0
ENSG00000073605	0	-1	0	-1	1	0	0	0
ENSG00000073711	0	1	0	0	0	0	0	0
ENSG00000073756	1	0	0	0	0	0	0	0
ENSG00000073792	0	0	1	1	0	0	0	0
ENSG00000073803	0	1	0	1	0	0	0	0
ENSG00000073849	0	0	0	-1	-1	0	0	0
ENSG00000073861	-1	0	0	0	0	0	0	0
ENSG00000073910	0	1	0	0	0	1	0	0
ENSG00000074054	0	-1	0	0	0	0	0	0
ENSG00000074071	0	0	0	1	0	0	0	0
ENSG00000074181	0	-1	1	0	0	0	0	0
ENSG00000074201	0	1	0	1	0	0	0	0
ENSG00000074211	0	-1	1	0	0	0	0	0
ENSG00000074219	0	0	0	0	-1	0	0	0
ENSG00000074356	0	0	0	0	1	0	0	0
ENSG00000074370	0	-1	-1	-1	1	0	0	0
ENSG00000074416	0	1	0	1	0	0	0	0
ENSG00000074582	0	0	0	1	-1	0	0	0
ENSG00000074657	0	0	0	0	0	-1	-1	0
ENSG00000074660	0	0	1	0	0	0	0	0
ENSG00000074695	0	0	1	0	0	-1	0	0
ENSG00000074696	0	0	0	1	0	0	0	0
ENSG00000074755	0	-1	0	0	0	0	0	0
ENSG00000074800	0	1	0	1	0	0	0	0
ENSG00000074842	0	0	1	0	0	0	0	0
ENSG00000074855	0	0	0	0	0	1	1	0
ENSG00000074935	0	0	0	1	0	0	0	0
ENSG00000075131	0	0	0	1	0	0	0	0
ENSG00000075142	0	1	0	0	0	0	0	0
ENSG00000075151	0	0	0	-1	0	0	0	0
ENSG00000075218	0	0	0	1	1	0	0	0
ENSG00000075223	0	1	0	0	0	0	0	0
ENSG00000075239	0	0	0	1	0	0	0	0
ENSG00000075240	0	0	-1	0	1	1	1	0
ENSG00000075275	-1	0	0	-1	-1	0	0	0
ENSG00000075292	0	0	0	-1	1	-1	0	0
ENSG00000075336	0	0	0	1	0	0	0	0
ENSG00000075340	0	-1	0	0	0	0	0	0
ENSG00000075391	0	0	0	1	0	0	0	0
ENSG00000075415	-1	0	0	1	0	0	0	0
ENSG00000075426	0	1	0	0	0	1	0	0
ENSG00000075568	0	0	-1	0	1	0	0	0
ENSG00000075618	0	1	1	0	0	0	0	0
ENSG00000075624	-1	0	0	0	0	1	0	0
ENSG00000075651	-1	1	1	0	0	0	0	0
ENSG00000075702	0	0	0	1	0	0	0	0
ENSG00000075790	0	0	0	0	-1	0	0	0
ENSG00000075856	0	0	0	1	-1	0	0	0
ENSG00000075914	0	0	0	1	-1	0	0	0
ENSG00000076003	0	0	0	1	0	0	0	0
ENSG00000076043	0	0	0	1	0	0	0	0
ENSG00000076053	0	0	0	0	-1	0	0	0
ENSG00000076108	0	-1	0	0	0	0	0	0
ENSG00000076201	0	0	0	-1	0	0	0	0
ENSG00000076242	0	0	0	1	-1	0	0	0
ENSG00000076248	0	0	0	1	-1	0	0	0
ENSG00000076344	1	0	0	0	0	0	0	0
ENSG00000076356	0	-1	0	1	0	0	0	0
ENSG00000076382	0	0	0	1	1	0	0	0
ENSG00000076513	0	0	0	0	-1	0	0	0
ENSG00000076554	0	-1	0	-1	0	0	0	0
ENSG00000076555	0	0	0	1	0	0	0	0
ENSG00000076604	-1	0	-1	-1	0	0	0	0
ENSG00000076641	-1	-1	1	0	1	1	1	0
ENSG00000076662	1	1	0	-1	-1	0	0	0
ENSG00000076685	0	0	0	1	1	0	0	0
ENSG00000076706	0	-1	0	1	0	0	0	0
ENSG00000076826	1	0	0	0	0	0	0	0
ENSG00000076928	0	-1	0	-1	0	0	0	0
ENSG00000077044	0	-1	-1	-1	0	0	0	0
ENSG00000077097	0	-1	1	1	0	0	0	0
ENSG00000077147	0	0	1	0	0	0	0	0
ENSG00000077150	1	0	-1	-1	-1	0	0	0
ENSG00000077152	0	0	0	1	0	0	0	0
ENSG00000077232	0	0	0	-1	0	0	0	0
ENSG00000077238	0	0	-1	-1	-1	0	0	0
ENSG00000077312	0	0	0	1	0	0	0	0
ENSG00000077327	0	0	1	0	0	0	0	0
ENSG00000077348	0	0	1	1	-1	0	0	0
ENSG00000077420	-1	0	0	1	0	0	0	0
ENSG00000077514	0	0	0	1	0	0	0	0
ENSG00000077713	0	1	0	-1	0	0	0	0
ENSG00000077721	-1	0	0	0	0	0	0	0
ENSG00000077782	0	0	1	0	1	0	0	0
ENSG00000077800	0	0	-1	0	1	0	0	0
ENSG00000077935	0	0	0	1	0	0	0	0
ENSG00000077942	0	1	1	0	0	0	0	0
ENSG00000077984	-1	1	0	0	0	0	0	0
ENSG00000078018	0	0	-1	0	0	0	0	0
ENSG00000078061	0	0	0	-1	0	0	0	0
ENSG00000078269	0	0	0	0	-1	0	0	0
ENSG00000078304	0	-1	-1	0	0	0	0	0
ENSG00000078399	0	1	1	1	0	0	0	0
ENSG00000078403	0	0	0	1	0	0	0	0
ENSG00000078487	1	0	0	-1	0	0	0	0
ENSG00000078579	1	0	0	0	0	0	0	0
ENSG00000078589	-1	0	-1	-1	0	0	0	0
ENSG00000078596	0	1	0	1	0	-1	-1	0
ENSG00000078668	0	1	0	1	-1	0	0	0
ENSG00000078674	0	0	0	1	0	0	0	0
ENSG00000078687	0	-1	0	0	0	0	0	0
ENSG00000078804	0	0	0	-1	0	0	0	0
ENSG00000078808	0	0	0	-1	0	0	0	0
ENSG00000078814	0	0	1	0	0	0	0	0
ENSG00000078902	0	0	0	-1	0	0	0	0
ENSG00000079134	0	0	0	1	-1	0	0	0
ENSG00000079215	-1	1	1	0	0	0	0	0
ENSG00000079246	0	0	0	1	0	0	0	0
ENSG00000079263	0	0	0	-1	0	0	0	0
ENSG00000079308	0	0	1	0	0	0	0	0
ENSG00000079313	0	-1	0	0	0	0	0	0
ENSG00000079335	0	0	0	1	-1	0	0	0
ENSG00000079337	1	0	0	0	1	0	0	0
ENSG00000079385	0	0	0	-1	0	0	0	0
ENSG00000079387	0	0	0	1	-1	0	0	0
ENSG00000079432	0	-1	1	0	0	0	0	0
ENSG00000079435	0	0	-1	0	0	0	0	0
ENSG00000079462	0	0	0	1	0	0	0	0
ENSG00000079482	0	1	0	0	0	0	0	0
ENSG00000079616	-1	0	-1	1	0	0	0	0
ENSG00000079739	0	1	0	0	0	0	0	0
ENSG00000079785	0	0	0	1	0	0	0	0
ENSG00000079805	0	-1	0	0	0	0	0	0
ENSG00000079819	0	0	0	1	-1	0	0	0
ENSG00000079931	0	0	0	-1	0	0	0	0
ENSG00000079950	0	0	-1	-1	0	0	0	0
ENSG00000079974	0	0	0	0	-1	0	0	0
ENSG00000079999	0	0	0	1	0	0	0	0
ENSG00000080200	0	0	0	-1	0	0	0	0
ENSG00000080345	0	0	0	1	0	0	0	0
ENSG00000080493	0	0	0	1	0	0	0	0
ENSG00000080546	0	0	1	-1	0	-1	0	0
ENSG00000080823	0	0	0	1	0	0	0	0
ENSG00000080824	0	0	0	1	0	0	0	0
ENSG00000080839	-1	0	0	1	0	0	0	0
ENSG00000080845	0	0	0	-1	-1	0	0	0
ENSG00000080986	0	0	0	1	0	0	0	0
ENSG00000081019	1	0	0	0	0	0	0	0
ENSG00000081026	0	0	1	0	0	0	0	0
ENSG00000081041	0	0	0	0	0	1	0	0
ENSG00000081059	0	0	-1	0	0	0	0	0
ENSG00000081138	1	0	0	0	0	0	0	0
ENSG00000081177	0	0	0	1	-1	0	0	0
ENSG00000081189	0	-1	1	-1	-1	0	0	0
ENSG00000081237	1	0	-1	-1	0	0	0	0
ENSG00000081320	-1	1	0	-1	0	0	0	0
ENSG00000081377	1	0	0	1	0	-1	0	0
ENSG00000081721	-1	0	-1	0	0	0	0	0
ENSG00000081760	0	1	-1	1	0	0	0	0
ENSG00000081803	1	-1	1	0	0	0	0	0
ENSG00000081870	-1	0	0	1	0	0	0	0
ENSG00000081985	0	0	1	1	-1	0	0	0
ENSG00000082074	-1	1	0	0	0	0	0	0
ENSG00000082146	0	0	0	1	-1	0	0	0
ENSG00000082153	-1	0	0	0	0	0	0	0
ENSG00000082293	0	0	0	-1	-1	0	0	0
ENSG00000082397	0	1	0	0	0	0	0	0
ENSG00000082438	0	0	1	-1	-1	0	0	0
ENSG00000082458	0	0	0	1	0	0	0	0
ENSG00000082512	0	1	1	-1	-1	0	0	0
ENSG00000082515	0	0	0	1	0	0	0	0
ENSG00000082516	0	0	0	1	0	0	0	0
ENSG00000082684	0	0	-1	1	0	0	0	0
ENSG00000082898	0	-1	0	0	0	0	0	0
ENSG00000082996	0	0	-1	-1	0	0	0	0
ENSG00000083123	0	0	0	1	0	0	0	0
ENSG00000083168	0	-1	0	0	0	0	0	0
ENSG00000083223	0	0	0	-1	0	0	0	0
ENSG00000083290	0	0	0	1	-1	0	0	0
ENSG00000083454	0	0	-1	-1	0	0	0	0
ENSG00000083457	-1	0	-1	1	0	0	0	0
ENSG00000083520	0	0	0	0	0	0	-1	0
ENSG00000083635	0	0	0	1	-1	0	0	0
ENSG00000083720	0	0	0	1	0	0	0	0
ENSG00000083750	0	0	0	-1	0	0	0	0
ENSG00000083799	0	0	0	-1	0	0	0	0
ENSG00000083807	0	0	0	1	0	0	0	0
ENSG00000083838	0	-1	0	0	0	0	0	0
ENSG00000083845	0	0	0	0	-1	0	0	0
ENSG00000083896	0	-1	0	0	0	0	0	0
ENSG00000083937	0	0	0	-1	0	0	0	0
ENSG00000084070	0	0	0	-1	-1	0	0	0
ENSG00000084092	0	0	0	1	0	0	0	0
ENSG00000084110	-1	1	0	0	0	0	0	0
ENSG00000084112	0	1	0	-1	0	0	0	0
ENSG00000084207	0	1	1	1	0	0	0	0
ENSG00000084234	0	1	-1	0	0	0	0	0
ENSG00000084463	-1	0	0	0	0	0	0	0
ENSG00000084676	0	0	0	-1	0	0	0	0
ENSG00000084693	0	0	0	1	0	0	0	0
ENSG00000084710	0	0	0	1	0	0	0	0
ENSG00000084731	0	0	0	1	0	0	0	0
ENSG00000084754	0	0	0	1	0	0	0	0
ENSG00000084764	1	0	0	0	0	0	0	0
ENSG00000084774	0	0	1	1	-1	0	0	0
ENSG00000085063	0	1	0	1	0	0	0	0
ENSG00000085117	1	0	1	-1	-1	0	0	0
ENSG00000085185	0	0	1	0	0	0	0	0
ENSG00000085224	0	-1	0	0	0	0	0	0
ENSG00000085265	-1	-1	0	-1	0	0	0	0
ENSG00000085276	1	1	0	0	0	0	0	0
ENSG00000085465	0	0	0	0	-1	0	0	0
ENSG00000085552	0	0	-1	0	0	0	0	0
ENSG00000085563	0	1	0	0	0	-1	-1	0
ENSG00000085662	0	0	0	1	0	0	0	0
ENSG00000085741	1	0	0	0	0	0	0	0
ENSG00000085788	0	0	0	0	-1	0	0	0
ENSG00000085840	0	0	0	1	0	0	0	0
ENSG00000085871	0	0	0	0	1	0	0	0
ENSG00000085978	0	0	0	-1	0	0	0	0
ENSG00000085998	0	0	1	0	0	0	0	0
ENSG00000085999	0	0	0	1	0	0	0	0
ENSG00000086062	0	0	-1	0	-1	0	0	0
ENSG00000086065	0	1	0	0	0	0	0	0
ENSG00000086159	0	-1	1	0	0	0	0	0
ENSG00000086189	0	1	0	0	0	0	0	0
ENSG00000086200	0	0	0	1	0	0	0	0
ENSG00000086205	0	1	0	0	0	0	0	0
ENSG00000086232	0	0	0	1	-1	0	0	0
ENSG00000086288	1	0	0	0	0	0	0	0
ENSG00000086289	0	0	1	1	0	0	0	0
ENSG00000086300	0	1	0	-1	0	0	0	0
ENSG00000086475	0	0	0	1	0	0	0	0
ENSG00000086506	1	0	0	0	1	0	0	0
ENSG00000086548	0	0	1	-1	1	0	0	0
ENSG00000086598	-1	1	1	0	0	0	0	0
ENSG00000086619	0	-1	0	0	0	0	0	0
ENSG00000086730	-1	0	0	0	1	0	0	0
ENSG00000086827	0	0	0	1	0	0	0	0
ENSG00000086967	0	0	-1	-1	0	1	1	0
ENSG00000087008	0	1	0	-1	0	0	0	0
ENSG00000087053	0	0	0	0	0	1	1	0
ENSG00000087074	0	1	0	-1	0	1	1	0
ENSG00000087076	1	0	0	0	0	-1	-1	0
ENSG00000087077	0	0	1	1	0	-1	0	0
ENSG00000087085	1	0	0	0	0	0	0	0
ENSG00000087086	0	0	0	-1	0	0	0	0
ENSG00000087087	0	0	0	1	0	0	0	0
ENSG00000087111	0	1	0	-1	0	0	0	0
ENSG00000087152	0	0	0	-1	0	0	0	0
ENSG00000087237	0	-1	0	0	1	0	0	0
ENSG00000087245	1	1	1	0	0	0	0	0
ENSG00000087253	0	0	0	0	0	1	1	0
ENSG00000087263	0	0	0	1	0	0	0	0
ENSG00000087266	0	0	1	-1	-1	0	0	0
ENSG00000087274	0	0	0	-1	0	0	0	0
ENSG00000087301	0	0	0	1	0	0	0	0
ENSG00000087302	0	0	0	1	0	0	0	0
ENSG00000087303	0	-1	1	1	0	0	0	0
ENSG00000087338	0	0	0	1	-1	1	1	0
ENSG00000087448	0	0	0	0	1	0	0	0
ENSG00000087460	-1	0	0	0	0	0	0	0
ENSG00000087502	0	0	0	-1	0	0	0	0
ENSG00000087586	0	0	0	1	1	0	0	0
ENSG00000087842	1	1	1	0	0	0	0	0
ENSG00000087884	0	0	0	1	0	0	0	0
ENSG00000087903	0	0	0	1	0	0	0	0
ENSG00000087995	0	0	0	1	0	0	0	0
ENSG00000088179	0	0	0	-1	0	0	0	0
ENSG00000088247	0	0	0	1	0	0	0	0
ENSG00000088256	1	-1	0	0	1	0	0	0
ENSG00000088280	0	0	0	-1	0	0	1	0
ENSG00000088298	0	1	0	0	0	0	0	0
ENSG00000088305	0	1	-1	1	1	0	0	0
ENSG00000088325	0	0	0	1	1	0	0	0
ENSG00000088340	0	0	0	1	0	0	0	0
ENSG00000088367	1	0	0	0	0	0	0	0
ENSG00000088448	0	-1	0	0	0	0	0	0
ENSG00000088538	1	0	1	0	0	0	0	0
ENSG00000088727	0	0	0	1	0	0	0	0
ENSG00000088808	0	0	-1	0	0	0	0	0
ENSG00000088826	0	0	1	0	0	0	0	0
ENSG00000088832	0	0	0	0	1	0	0	0
ENSG00000088836	0	0	1	0	0	0	0	0
ENSG00000088881	1	0	0	0	0	0	0	0
ENSG00000088882	0	0	0	1	0	1	0	0
ENSG00000088899	1	0	0	0	0	0	0	0
ENSG00000088970	0	-1	0	0	0	0	0	0
ENSG00000088986	0	0	0	1	1	0	0	0
ENSG00000088992	-1	1	1	0	0	0	1	0
ENSG00000089006	0	0	0	0	-1	0	0	0
ENSG00000089009	0	1	0	0	0	0	0	0
ENSG00000089012	0	1	0	0	0	0	0	0
ENSG00000089022	0	0	0	1	0	0	0	0
ENSG00000089041	0	1	0	0	-1	0	0	0
ENSG00000089060	0	-1	0	0	1	1	0	0
ENSG00000089063	0	1	0	0	0	0	0	0
ENSG00000089094	-1	0	0	0	0	0	0	0
ENSG00000089127	0	0	-1	-1	1	0	0	0
ENSG00000089157	0	1	0	1	-1	0	0	0
ENSG00000089159	1	1	0	-1	1	1	1	0
ENSG00000089163	0	0	1	0	0	0	0	0
ENSG00000089195	0	0	-1	0	0	0	0	0
ENSG00000089220	0	0	0	1	0	0	0	0
ENSG00000089248	-1	1	-1	0	1	0	0	0
ENSG00000089327	0	1	1	0	-1	0	0	0
ENSG00000089335	0	-1	0	0	0	0	0	0
ENSG00000089351	0	-1	0	0	0	0	0	0
ENSG00000089486	0	1	0	0	0	0	0	0
ENSG00000089639	0	0	-1	-1	0	0	0	0
ENSG00000089685	-1	0	0	1	1	0	1	0
ENSG00000089692	1	0	1	0	0	0	0	0
ENSG00000089693	0	1	0	0	0	0	0	0
ENSG00000089775	0	0	0	0	-1	0	0	0
ENSG00000089818	0	0	0	-1	0	0	0	0
ENSG00000089820	0	0	0	-1	0	0	0	0
ENSG00000089847	0	0	0	0	0	-1	0	0
ENSG00000089902	0	0	0	0	0	0	1	0
ENSG00000090006	1	0	1	0	0	0	0	0
ENSG00000090013	0	1	0	0	0	0	0	0
ENSG00000090054	0	0	0	1	0	0	0	0
ENSG00000090097	1	0	-1	0	0	0	0	0
ENSG00000090104	0	0	0	-1	0	0	0	0
ENSG00000090238	1	-1	0	0	0	0	0	0
ENSG00000090263	0	0	0	1	0	0	0	0
ENSG00000090266	-1	0	0	0	0	0	0	0
ENSG00000090273	0	0	0	1	0	0	0	0
ENSG00000090372	0	0	-1	0	0	0	0	0
ENSG00000090382	-1	1	0	-1	0	1	0	0
ENSG00000090470	0	0	0	1	0	0	0	0
ENSG00000090487	0	1	0	-1	0	0	0	0
ENSG00000090520	0	0	0	0	1	0	0	0
ENSG00000090530	-1	0	0	0	0	0	0	0
ENSG00000090554	0	0	0	-1	0	0	0	0
ENSG00000090581	0	1	0	-1	0	0	0	0
ENSG00000090621	0	1	0	0	0	0	0	0
ENSG00000090661	0	0	0	-1	0	0	0	0
ENSG00000090861	0	0	0	1	0	0	0	0
ENSG00000090889	0	0	0	1	1	0	0	0
ENSG00000090924	-1	0	-1	0	1	0	0	0
ENSG00000090932	0	0	-1	0	1	0	0	0
ENSG00000090975	0	-1	-1	1	0	1	1	0
ENSG00000091009	0	0	0	0	0	-1	0	0
ENSG00000091039	0	0	-1	0	0	0	0	0
ENSG00000091106	-1	1	0	0	0	0	0	0
ENSG00000091127	0	0	0	1	0	-1	-1	0
ENSG00000091164	0	0	0	1	0	0	0	0
ENSG00000091181	0	0	1	0	0	0	0	0
ENSG00000091262	1	0	0	0	0	0	0	0
ENSG00000091409	0	0	1	0	0	0	0	0
ENSG00000091436	0	0	0	1	0	0	0	0
ENSG00000091483	0	0	0	1	0	0	0	0
ENSG00000091490	0	1	0	-1	0	0	0	0
ENSG00000091592	0	-1	0	-1	-1	0	0	0
ENSG00000091651	0	0	0	1	0	1	0	0
ENSG00000091732	0	0	0	1	0	0	0	0
ENSG00000091879	1	0	0	0	0	0	0	0
ENSG00000091947	0	0	0	1	0	0	0	0
ENSG00000091972	0	0	0	0	-1	0	0	0
ENSG00000092020	0	0	0	0	1	0	0	0
ENSG00000092036	0	0	0	1	-1	0	0	0
ENSG00000092051	1	0	0	-1	0	0	0	0
ENSG00000092067	0	0	0	0	1	0	0	0
ENSG00000092068	1	0	0	0	0	0	0	0
ENSG00000092094	0	1	0	0	0	0	0	0
ENSG00000092096	1	1	1	0	0	0	0	0
ENSG00000092108	0	0	0	-1	0	0	0	0
ENSG00000092201	0	0	0	1	0	0	0	0
ENSG00000092330	0	0	-1	0	0	0	0	0
ENSG00000092345	0	0	0	-1	0	0	0	0
ENSG00000092421	-1	-1	1	1	0	0	0	0
ENSG00000092470	0	0	0	1	0	0	0	0
ENSG00000092529	0	0	0	-1	0	0	0	0
ENSG00000092531	0	0	0	-1	0	0	0	0
ENSG00000092621	0	0	0	1	0	1	1	0
ENSG00000092758	0	0	0	-1	0	0	0	0
ENSG00000092820	-1	-1	0	0	-1	0	0	0
ENSG00000092853	0	0	0	1	1	0	0	0
ENSG00000092929	1	0	1	0	0	0	0	0
ENSG00000092964	0	0	0	1	0	0	0	0
ENSG00000093000	0	0	0	1	0	0	0	0
ENSG00000093009	0	0	0	1	1	0	0	0
ENSG00000093010	0	0	1	0	0	0	0	0
ENSG00000093072	0	0	-1	0	0	0	0	0
ENSG00000093167	0	0	0	0	1	0	0	0
ENSG00000093217	0	0	0	1	0	0	0	0
ENSG00000094804	0	0	0	1	0	0	0	0
ENSG00000094880	0	0	0	1	0	0	0	0
ENSG00000094916	0	0	0	1	0	0	0	0
ENSG00000095002	0	0	0	1	0	0	0	0
ENSG00000095015	0	0	-1	-1	0	0	0	0
ENSG00000095209	0	1	0	0	-1	0	0	0
ENSG00000095303	1	0	1	-1	0	0	0	0
ENSG00000095319	0	0	0	1	-1	0	0	0
ENSG00000095321	0	0	0	1	0	0	0	0
ENSG00000095370	-1	-1	0	0	1	0	0	0
ENSG00000095380	0	0	1	0	0	0	0	0
ENSG00000095383	0	1	0	-1	0	0	0	0
ENSG00000095397	0	1	0	0	0	0	0	0
ENSG00000095564	0	0	-1	0	0	0	0	0
ENSG00000095574	0	0	0	-1	0	0	0	0
ENSG00000095585	-1	0	0	0	0	0	0	0
ENSG00000095637	1	0	0	1	0	0	0	0
ENSG00000095777	0	0	-1	0	0	1	0	0
ENSG00000095932	0	1	0	1	1	0	0	0
ENSG00000095951	0	0	0	1	0	0	0	0
ENSG00000095970	-1	1	0	0	0	0	0	0
ENSG00000096006	0	0	0	0	1	0	0	0
ENSG00000096060	0	0	0	1	0	0	0	0
ENSG00000096063	0	0	0	1	0	0	0	0
ENSG00000096092	0	0	0	1	0	0	0	0
ENSG00000096093	0	-1	0	0	0	0	0	0
ENSG00000096384	0	1	0	1	-1	0	0	0
ENSG00000096433	0	-1	0	0	-1	0	0	0
ENSG00000096654	0	0	0	1	0	0	0	0
ENSG00000096696	0	0	0	-1	-1	0	0	0
ENSG00000096717	0	0	0	-1	0	0	0	0
ENSG00000096746	0	0	0	1	0	0	0	0
ENSG00000096996	-1	1	0	0	0	0	0	0
ENSG00000097007	0	1	0	0	0	0	0	0
ENSG00000097021	0	0	0	1	0	0	0	0
ENSG00000097046	0	0	0	1	0	0	0	0
ENSG00000097096	0	1	0	0	0	0	0	0
ENSG00000099194	0	1	0	0	0	0	0	0
ENSG00000099204	1	-1	1	-1	0	0	0	0
ENSG00000099250	-1	0	1	0	0	0	0	0
ENSG00000099256	0	1	1	0	0	0	0	0
ENSG00000099282	0	-1	1	0	0	0	0	0
ENSG00000099284	0	1	1	1	0	0	0	0
ENSG00000099308	0	0	-1	-1	0	0	0	0
ENSG00000099330	0	0	-1	-1	1	0	0	0
ENSG00000099337	0	0	0	0	1	0	0	0
ENSG00000099385	0	0	-1	0	0	0	0	0
ENSG00000099622	0	0	0	-1	0	0	0	0
ENSG00000099783	0	0	0	1	0	0	0	0
ENSG00000099785	0	0	0	-1	0	0	0	0
ENSG00000099797	0	0	0	1	0	0	0	0
ENSG00000099800	0	0	0	1	0	0	0	0
ENSG00000099804	0	0	0	1	0	0	0	0
ENSG00000099840	0	0	-1	-1	1	0	0	0
ENSG00000099860	-1	-1	0	-1	0	1	1	0
ENSG00000099864	0	0	1	0	1	1	0	0
ENSG00000099869	0	0	-1	1	0	0	0	0
ENSG00000099875	0	-1	-1	0	0	0	0	0
ENSG00000099901	-1	0	0	1	0	0	0	0
ENSG00000099949	0	0	1	0	0	0	0	0
ENSG00000099953	-1	0	-1	0	1	0	0	0
ENSG00000099954	0	-1	-1	1	0	0	0	0
ENSG00000099956	0	0	0	0	1	0	0	0
ENSG00000099957	1	0	0	0	0	0	0	0
ENSG00000099977	0	0	0	1	0	0	0	0
ENSG00000099985	0	1	0	0	0	0	0	0
ENSG00000099992	0	0	0	-1	0	0	0	0
ENSG00000099998	-1	1	1	0	0	0	0	0
ENSG00000099999	0	0	0	0	1	0	0	0
ENSG00000100024	0	0	0	-1	0	0	0	0
ENSG00000100027	0	-1	-1	-1	1	1	0	0
ENSG00000100028	0	0	0	0	1	0	0	0
ENSG00000100034	0	0	1	-1	1	0	1	0
ENSG00000100038	0	-1	0	0	0	0	0	0
ENSG00000100055	-1	1	0	-1	1	0	0	0
ENSG00000100068	0	-1	1	0	0	0	0	0
ENSG00000100077	0	0	0	-1	0	0	0	0
